id,name,text_path,audio_path,narrator,duration,author,text_url,audio_url,duration_hour,sample_rate,quality,word_count,num_sentences
d906c47b,chi-song-thoi-la-đa-đu-tuyet-voi,,,"{'id': 'c512349c', 'name': 'Mộc', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/moc', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",2.3719,Itsuki Hiroyuki,https://thuviensachpdf.com/chi-song-thoi-la-da-du-tuyet-voi,https://sachnoiviet.net/sach-noi/chi-song-thoi-la-da-du-tuyet-voi,,,,,
17b0bfd1,chang-co-ai-ca,,,"{'id': 'a57ca3cf', 'name': 'Tuấn Anh', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/tuan-anh', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",1.8889,Ajahn Chah,https://thuviensachpdf.com/chang-co-ai-ca,https://sachnoiviet.net/sach-noi/chang-co-ai-ca,,,,,
a841dbba,kinh-đia-tang-bo-tat-bon-nguyen,,,"{'id': 'a6aa6bce', 'name': 'Trần Ngọc San', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/tran-ngoc-san', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",2.02,Thích Trí Tịnh,https://thuviensachpdf.com/kinh-dia-tang-bo-tat-bon-nguyen,https://sachnoiviet.net/sach-noi/kinh-dia-tang-bo-tat-bon-nguyen,,,,,
c8abba20,tuyen-tap-truyen-ngan-nguyen-cong-hoan,,,"{'id': '78216a6a', 'name': 'Trung Nghị', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/trung-nghi', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",1.7722,Nguyễn Công Hoan,https://thuviensachpdf.com/tuyen-tap-truyen-ngan-nguye%cc%82%cc%83n-co%cc%82ng-hoan,https://sachnoiviet.net/sach-noi/tuyen-tap-truyen-ngan-nguye%cc%82%cc%83n-co%cc%82ng-hoan,,,,,
adacb44d,truyen-ke-đem-giang-sinh,,,"{'id': '821d50ef', 'name': 'Hoàng Trang', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/hoang-trang', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",1.4792,Phương Đình Toại,https://thuviensachpdf.com/truyen-ke-dem-giang-sinh,https://sachnoiviet.net/sach-noi/truyen-ke-dem-giang-sinh,,,,,
aef55864,nguoi-gioi-khong-phai-la-nguoi-lam-tat-ca,,,"{'id': '41248085', 'name': 'Unknown', 'dialect': None, 'gender': None, 'age': None, 'url': 'Unknown', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",1.0,Donna M. Genett,https://thuviensachpdf.com/nguoi-gioi-khong-phai-la-nguoi-lam-tat-ca,https://sachnoiviet.net/sach-noi/nguoi-gioi-khong-phai-la-nguoi-lam-tat-ca,,,,,
9d574ecd,thuat-xu-the-cua-nguoi-xua,,,"{'id': 'd7409ddd', 'name': 'Uyên Minh', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/uyen-minh', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",2.2003,Nguyễn Duy Cần,https://thuviensachpdf.com/thuat-xu-the-cua-nguoi-xua,https://sachnoiviet.net/sach-noi/thuat-xu-the-cua-nguoi-xua,,,,,
fe7461c8,thien-linh-cai,,,"{'id': '418a3733', 'name': 'Bình Nguyên', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/binh-nguyen', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",2.1469,Trương Thanh Thùy,https://thuviensachpdf.com/thien-linh-cai,https://sachnoiviet.net/sach-noi/thien-linh-cai,,,,,
0dc92300,đe-tro-thanh-nguoi-ban-hang-xuat-sac,,,"{'id': '41d22d29', 'name': 'Trần Huỳnh Phương Trang', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/tran-huy-phuong-trang', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",2.7578,Jeffrey J. Fox,https://thuviensachpdf.com/de-tro-thanh-nguoi-ban-hang-xuat-sac,https://sachnoiviet.net/sach-noi/de-tro-thanh-nguoi-ban-hang-xuat-sac,,,,,
38aefb3c,buc-thu-cua-nguoi-đan-ba-khong-quen,,,"{'id': 'dd17d395', 'name': 'Châu Reading', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/chau-reading', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",2.07,Stéfan Zweig,https://thuviensachpdf.com/buc-thu-cua-nguoi-dan-ba-khong-quen,https://sachnoiviet.net/sach-noi/buc-thu-cua-nguoi-dan-ba-khong-quen,,,,,
