id,name,text_path,audio_path,narrator,duration,author,text_url,audio_url,alignment_path,text_download_url,audio_download_url,sample_rate,quality,word_count,num_sentences,audio_size,text_size
9600eefb,chut-phan-linh-dinh,,,"[{'id': '96ec76e2', 'name': 'Quốc Thịnh', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/quoc-thinh', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}, {'id': '421426d1', 'name': 'Thanh Trúc', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/thanh-truc', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}, {'id': '91b83577', 'name': 'Trần Ngọc San', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/tran-ngoc-san', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}]",4.5728,Hồ Biểu Chánh,"['https://thuviensachpdf.com/chut-phan-linh-dinh', 'thuviensach']",https://sachnoiviet.net/sach-noi/chut-phan-linh-dinh,,https://cloud.thuviensachpdf.com/pdf/vi/chut-phan-linh-dinh.pdf,"['https://archive.org/download/chut-phan-1/chut-phan-1.mp3', 'https://archive.org/download/chut-phan-1/chut-phan-2.mp3', 'https://archive.org/download/chut-phan-1/chut-phan-3.mp3', 'https://archive.org/download/chut-phan-1/chut-phan-4.mp3', 'https://archive.org/download/chut-phan-1/chut-phan-5.mp3']",,,,,,
35116471,ivanhoe,,,"{'id': '4fa20657', 'name': 'Ngô Hồng', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/ngo-hong', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",20.0233,Sir Walter Scott,"['https://thuviensachpdf.com/ivanhoe', 'thuviensach']",https://sachnoiviet.net/sach-noi/ivanhoe,,https://cloud.thuviensachpdf.com/pdf/vi/ivanhoe.pdf,"['https://archive.org/download/ivanhoe_202201/Ivanhoe.mp3', 'https://archive.org/download/IVH_TV/02.IVH.mp3', 'https://archive.org/download/IVH_TV/03.IVH.mp3', 'https://archive.org/download/IVH_TV/04.IVH.mp3', 'https://archive.org/download/IVH_TV/05.IVH.mp3']",,,,,,
17ae223a,ai-vao-dia-nguc,,,"{'id': '78a1a748', 'name': 'Thanh Cúc', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/thanh-cuc', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",3.1058,Nguyên Minh,"['https://thuviensachpdf.com/ai-vao-dia-nguc', 'thuviensach']",https://sachnoiviet.net/sach-noi/ai-vao-dia-nguc,,https://cloud.thuviensachpdf.com/pdf/vi/ai-vao-dia-nguc.pdf,"['https://archive.org/download/ai-vao-1/ai-vao-1.mp3', 'https://archive.org/download/ai-vao-1/ai-vao-2.mp3', 'https://archive.org/download/ai-vao-1/ai-vao-3.mp3']",,,,,,
301cc24d,loan-mat-nhung,,,"{'id': '6d888de2', 'name': 'Hồng Nhung', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/hong-nhung', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",18.0425,Nguyễn Thụy Long,"['https://thuviensachpdf.com/loan-mat-nhung', 'thuviensach']",https://sachnoiviet.net/sach-noi/loan-mat-nhung,,https://cloud.thuviensachpdf.com/pdf/vi/loan-mat-nhung.pdf,"['https://archive.org/download/7_20190903/1.mp3', 'https://archive.org/download/7_20190903/2.mp3', 'https://archive.org/download/7_20190903/3.mp3', 'https://archive.org/download/7_20190903/4.mp3', 'https://archive.org/download/7_20190903/5.mp3', 'https://archive.org/download/7_20190903/6.mp3', 'https://archive.org/download/7_20190903/7.mp3', 'https://archive.org/download/7_20190903/8.mp3', 'https://archive.org/download/7_20190903/9.mp3', 'https://archive.org/download/7_20190903/10.mp3', 'https://archive.org/download/7_20190903/11.mp3', 'https://archive.org/download/7_20190903/12.mp3', 'https://archive.org/download/7_20190903/13.mp3', 'https://archive.org/download/7_20190903/14.mp3', 'https://archive.org/download/7_20190903/15.mp3', 'https://archive.org/download/7_20190903/16.mp3', 'https://archive.org/download/7_20190903/17.mp3', 'https://archive.org/download/7_20190903/18.mp3', 'https://archive.org/download/7_20190903/19.mp3']",,,,,,
9e4ded5a,con-mua-dinh-menh,,,"{'id': '8ee20572', 'name': 'Thanh Mai', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/thanh-mai', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",15.1964,Thanhthanh,"['https://thuviensachpdf.com/con-mua-dinh-menh', 'thuviensach']",https://sachnoiviet.net/sach-noi/con-mua-dinh-menh,,https://cloud.thuviensachpdf.com/pdf/vi/con-mua-dinh-menh.pdf,"['https://archive.org/download/con-mua-dinh-menh/1.mp3', 'https://archive.org/download/con-mua-dinh-menh/2.mp3', 'https://archive.org/download/con-mua-dinh-menh/3.mp3', 'https://archive.org/download/con-mua-dinh-menh/4.mp3', 'https://archive.org/download/con-mua-dinh-menh/5.mp3', 'https://archive.org/download/con-mua-dinh-menh/6.mp3', 'https://archive.org/download/con-mua-dinh-menh/7.mp3', 'https://archive.org/download/con-mua-dinh-menh/8.mp3', 'https://archive.org/download/con-mua-dinh-menh/9.mp3', 'https://archive.org/download/con-mua-dinh-menh/10.mp3', 'https://archive.org/download/con-mua-dinh-menh/11.mp3', 'https://archive.org/download/con-mua-dinh-menh/12.mp3', 'https://archive.org/download/con-mua-dinh-menh/13.mp3', 'https://archive.org/download/con-mua-dinh-menh/14.mp3']",,,,,,
9f853af1,dich-hoc-tinh-hoa,,,"{'id': '198edd60', 'name': 'Lê Như Quỳnh', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/le-nhu-quynh', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.7903,Nguyễn Duy Cần,"['https://thuviensachpdf.com/dich-hoc-tinh-hoa', 'thuviensach']",https://sachnoiviet.net/sach-noi/dich-hoc-tinh-hoa,,https://cloud.thuviensachpdf.com/pdf/vi/dich-hoc-tinh-hoa.pdf,"['https://archive.org/download/dich-hoc-5/dich-hoc-1.mp3', 'https://archive.org/download/dich-hoc-5/dich-hoc-2.mp3', 'https://archive.org/download/dich-hoc-5/dich-hoc-3.mp3', 'https://archive.org/download/dich-hoc-5/dich-hoc-4.mp3', 'https://archive.org/download/dich-hoc-5/dich-hoc-5.mp3', 'https://archive.org/download/dich-hoc-5/dich-hoc-6.mp3', 'https://archive.org/download/dich-hoc-5/dich-hoc-7.mp3', 'https://archive.org/download/dich-hoc-5/dich-hoc-8.mp3']",,,,,,
6aed5e3f,giai-phap-dot-pha,,,"{'id': '68dd51c8', 'name': 'Trần Huỳnh Phương Trang', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/tran-huy-phuong-trang', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",10.0567,Jay Abraham,"['https://thuviensachpdf.com/giai-phap-dot-pha', 'thuviensach']",https://sachnoiviet.net/sach-noi/giai-phap-dot-pha,,https://cloud.thuviensachpdf.com/pdf/vi/giai-phap-dot-pha.pdf,"['https://archive.org/download/9-giai-phap-dot-pha-cho-thoi-buoi-kinh-te-kho-khan.sna/GiaiPhapDotPha00.MP3', 'https://archive.org/download/9-giai-phap-dot-pha-cho-thoi-buoi-kinh-te-kho-khan.sna/GiaiPhapDotPha00_Chuan.mp3', 'https://archive.org/download/9-giai-phap-dot-pha-cho-thoi-buoi-kinh-te-kho-khan.sna/GiaiPhapDotPha0102_Chuan.mp3', 'https://archive.org/download/9-giai-phap-dot-pha-cho-thoi-buoi-kinh-te-kho-khan.sna/GiaiPhapDotPha03.mp3', 'https://archive.org/download/9-giai-phap-dot-pha-cho-thoi-buoi-kinh-te-kho-khan.sna/GiaiPhapDotPha04_Chuan.mp3', 'https://archive.org/download/sach-noi-audio-book-giai-phap-dot-pha-06-ban-be-tac-vi-chi-phi-lan-ap-loi-nhuan-/Sach-Noi-Audio-Book-Giai-Phap-Dot-Pha-06-Ban-Be-Tac-Vi-Chi-Phi-Lan-Ap-Loi-Nhuan-www.phatphapungdung.com.mp3', 'https://archive.org/download/9-giai-phap-dot-pha-cho-thoi-buoi-kinh-te-kho-khan.sna/GiaiPhapDotPha06.mp3', 'https://archive.org/download/9-giai-phap-dot-pha-cho-thoi-buoi-kinh-te-kho-khan.sna/GiaiPhapDotPha07.mp3', 'https://archive.org/download/9-giai-phap-dot-pha-cho-thoi-buoi-kinh-te-kho-khan.sna/GiaiPhapDotPha08_Chuan.mp3', 'https://archive.org/download/9-giai-phap-dot-pha-cho-thoi-buoi-kinh-te-kho-khan.sna/GiaiPhapDotPha09_Chuan.mp3', 'https://archive.org/download/9-giai-phap-dot-pha-cho-thoi-buoi-kinh-te-kho-khan.sna/GiaiPhapDotPha10.mp3', 'https://archive.org/download/9-giai-phap-dot-pha-cho-thoi-buoi-kinh-te-kho-khan.sna/GiaiPhapDotPha11.mp3']",,,,,,
031ed6e8,ba-chua-hon,,,"{'id': 'ede9863a', 'name': 'Kim Phượng', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/kim-phuong', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",9.1989,Sơn Nam,"['https://thuviensachpdf.com/ba-chua-hon', 'thuviensach']",https://sachnoiviet.net/sach-noi/ba-chua-hon,,https://cloud.thuviensachpdf.com/pdf/vi/ba-chua-hon.pdf,"['https://archive.org/download/01.-ba-chua-hon-01/01.BA%20CHUA%20HON%2001.mp3', 'https://archive.org/download/ba-chua-hon-son-nam.sna/02.BA%20CHUA%20HON%2002.mp3', 'https://archive.org/download/ba-chua-hon-son-nam.sna/03.BA%20CHUA%20HON%2003.mp3', 'https://archive.org/downhttps://archive.org/download/ba-chua-hon-son-nam.sna/04.BA%20CHUA%20HON%2004.mp3load/ba-chua-hon-son-nam.sna/02.BA%20CHUA%20HON%2004.mp3', 'https://archive.org/download/bhttps://archive.org/download/ba-chua-hon-son-nam.sna/05.BA%20CHUA%20HON%2005.mp3a-chua-hon-son-nam.sna/02.BA%20CHUA%20HON%2005.mp3', 'https://archive.org/download/ba-chua-hon-son-nam.sna/06.BA%20CHUA%20HON%2006.mp3', 'https://archive.org/download/ba-chua-hon-son-nam.sna/07.BA%20CHUA%20HON%2007.mp3', 'https://archive.org/dohttps://archive.org/download/ba-chua-hon-son-nam.sna/08.BA%20CHUA%20HON%2008.mp3wnload/ba-chua-hon-son-nam.sna/02.BA%20CHUA%20HON%2008.mp3', 'https://archive.org/download/ba-chua-hon-son-nam.sna/09.BA%20CHUA%20HON%2009.mp3', 'https://archive.org/download/ba-chua-hon-son-nam.sna/10.BA%20CHUA%20HON%2010.mp3', 'https://archive.org/download/ba-chua-hon-son-nam.sna/11.BA%20CHUA%20HON%2011.mp3', 'https://archive.org/download/ba-chua-hon-son-nam.sna/12.BA%20CHUA%20HON%2012.mp3', 'https://archive.org/download/ba-chua-hon-son-nam.sna/13.BA%20CHUA%20HON%2013_Het.mp3']",,,,,,
5f69152a,nghe-thuat-lay-long-khach-hang,,,"{'id': '4a9eebf9', 'name': 'Bà Già Đọc Sách', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/ba-gia-doc-sach', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.0614,Michael J. Meher,"['https://thuviensachpdf.com/nghe-thuat-lay-long-khach-hang', 'thuviensach']",https://sachnoiviet.net/sach-noi/nghe-thuat-lay-long-khach-hang,,https://cloud.thuviensachpdf.com/pdf/vi/nghe-thuat-lay-long-khach-hang.pdf,"['https://archive.org/download/nghe-thuat-1_202207/nghe-thuat-1.mp3', 'https://archive.org/download/nghe-thuat-1_202207/nghe-thuat-2.mp3', 'https://archive.org/download/nghe-thuat-1_202207/nghe-thuat-3.mp3']",,,,,,
fb3b800a,bay-tren-to-chim-cuc-cu,,,"{'id': 'a7929331', 'name': 'Bình An', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/binh-an', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",11.2722,Ken Kesey,"['https://thuviensachpdf.com/bay-tren-to-chim-cuc-cu', 'thuviensach']",https://sachnoiviet.net/sach-noi/bay-tren-to-chim-cuc-cu,,https://cloud.thuviensachpdf.com/pdf/vi/bay-tren-to-chim-cuc-cu.pdf,"['https://archive.org/download/bay-tren-3/bay-tren-1.aac', 'https://archive.org/download/bay-tren-3/bay-tren-2.aac', 'https://archive.org/download/bay-tren-3/bay-tren-3.aac', 'https://archive.org/download/bay-tren-3/bay-tren-4.aac', 'https://archive.org/download/bay-tren-3/bay-tren-5.aac', 'https://archive.org/download/y-2mate.com-tieu-thuyet-bay-tren-to-chim-cuc-cu-d-6-ken-kesey/y2mate.com%20-%20Ti%E1%BB%83u%20thuy%E1%BA%BFt%20Bay%20tr%C3%AAn%20t%E1%BB%95%20chim%20c%C3%BAc%20cu%20%C4%906%20Ken%20Kesey.mp3', 'https://archive.org/download/tieu-thuyet-bay-tren-to-chim-cuc-cu-d-7-ken-kesey/Ti%E1%BB%83u%20thuy%E1%BA%BFt%20Bay%20tr%C3%AAn%20t%E1%BB%95%20chim%20c%C3%BAc%20cu%20%C4%907%20Ken%20Kesey.mp3', 'https://archive.org/download/y-2meta.com-tieu-thuyet-bay-tren-to-chim-cuc-cu-d-8-ken-kesey-128-kbps/y2meta.com%20-%20Ti%E1%BB%83u%20thuy%E1%BA%BFt%20Bay%20tr%C3%AAn%20t%E1%BB%95%20chim%20c%C3%BAc%20cu%20%C4%908%20Ken%20Kesey%20%28128%20kbps%29.mp3', 'https://archive.org/download/y-2meta.com-tieu-thuyet-bay-tren-to-chim-cuc-cu-d-9-ken-kesey-128-kbps/y2meta.com%20-%20Ti%E1%BB%83u%20thuy%E1%BA%BFt%20Bay%20tr%C3%AAn%20t%E1%BB%95%20chim%20c%C3%BAc%20cu%20%C4%909%20Ken%20Kesey%20%28128%20kbps%29.mp3', 'https://archive.org/download/tieu-thuyet-bay-tren-to-chim-cuc-cu-d-10-ken-kesey-128kbit-aac/Ti%E1%BB%83u%20thuy%E1%BA%BFt%20Bay%20tr%C3%AAn%20t%E1%BB%95%20chim%20c%C3%BAc%20cu%20%C4%9010%20Ken%20Kesey%20%28128kbit_AAC%29.aac']",,,,,,
